$InterTypeFields,$InterTypeConstructors,$AspectConstructors,$InterfaceMethods,$Advice,$ClassFields,$CodeFormatter,$AspectFields,$States,$InterfaceFields,$Base,$InterTypeMethods,$Classes,$ClassMethods,$Aspects,$AspectMethods,$Interfaces,$ClassConstructors,$Pointcuts,$<AnalysisTime
0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,146140000.0
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,123860000.0
0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,126625000.0
1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,121575000.0
0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,115370000.0
0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,121365000.0
0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,120120000.0
0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,116250000.0
0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,117640000.0
1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,118245000.0
0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,120080000.0
1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,119300000.0
0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,117855000.0
1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,118150000.0
0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,151080000.0
0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,116600000.0
0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,120350000.0
0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,119100000.0
0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,117670000.0
0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,118640000.0
1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,114680000.0
0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,122280000.0
1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,151820000.0
1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,126220000.0
0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,121050000.0
0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,115540000.0
0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,121430000.0
0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,120710000.0
1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,121830000.0
0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,120660000.0
0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,117690000.0
0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,128475000.0
0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,117570000.0
1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,116290000.0
1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,117130000.0
1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,116995000.0
1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,121165000.0
1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,120210000.0
0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,116640000.0
1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,116760000.0
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,117520000.0
1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,115280000.0
1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,145895000.0
0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,116215000.0
0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,119400000.0
1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,117780000.0
0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,143905000.0
1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,115810000.0
1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,115290000.0
0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,120450000.0
1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,116840000.0
0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,116880000.0
1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,117390000.0
1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,120740000.0
1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,121160000.0
1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,154330000.0
1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,116920000.0
0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,119960000.0
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,120225000.0
1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,119305000.0
1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,118010000.0
0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,119730000.0
1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,116840000.0
1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,120410000.0
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,116860000.0
0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,116525000.0
0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,118100000.0
0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,116630000.0
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,116400000.0
0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,118280000.0
1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,145705000.0
0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,121285000.0
0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,121700000.0
0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,116995000.0
1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,115870000.0
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,120260000.0
1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,116760000.0
1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,118480000.0
1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,116060000.0
0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,118680000.0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,120430000.0
0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,144235000.0
1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,143985000.0
1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,127880000.0
0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,118920000.0
1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,119300000.0
1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,116760000.0
0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,116995000.0
0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,126315000.0
0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,117170000.0
1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,116480000.0
1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,116920000.0
1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,121290000.0
0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,118635000.0
0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,117040000.0
0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,117740000.0
1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,120550000.0
0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,117855000.0
1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,118780000.0
0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,119400000.0
0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,118555000.0
1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,118790000.0
0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,117850000.0
0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,150275000.0
0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,119050000.0
1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,117170000.0
1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,124955000.0
1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,116995000.0
1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,116180000.0
0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,119620000.0
1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,119790000.0
0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,118475000.0
0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,118480000.0
1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,119720000.0
1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,116760000.0
1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,117075000.0
0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,119730000.0
0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,116995000.0
1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,120440000.0
0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,117170000.0
0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,117385000.0
0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,126550000.0
0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,121180000.0
0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,125390000.0
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,117305000.0
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,120920000.0
1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,119570000.0
0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,117780000.0
1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,119460000.0
0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,149130000.0
1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,119150000.0
1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,119780000.0
0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,116020000.0
0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,117935000.0
1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,115980000.0
0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,120550000.0
1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,117695000.0
0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,118710000.0
0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,118330000.0
0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,115890000.0
0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,145900000.0
0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,118245000.0
0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,117150000.0
1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,115070000.0
1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,148630000.0
1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,115460000.0
0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,115900000.0
1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,120230000.0
1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,119475000.0
0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,119490000.0
1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,117390000.0
1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,119820000.0
0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,128070000.0
1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,121800000.0
0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,117740000.0
0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,119620000.0
1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,116900000.0
1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,119930000.0
1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,120975000.0
1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,153530000.0
0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,120240000.0
0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,118680000.0
1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,118385000.0
0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,123950000.0
0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,117105000.0
1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,123980000.0
1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,119940000.0
0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,117780000.0
0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,115070000.0
1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,116765000.0
1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,117545000.0
1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,118570000.0
0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,128900000.0
1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,116750000.0
1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,121760000.0
0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,116250000.0
1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,118010000.0
0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,117320000.0
0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,120270000.0
0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,156390000.0
0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,117940000.0
1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,143560000.0
1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,120575000.0
1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,119770000.0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,123630000.0
1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,121020000.0
0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,118050000.0
0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,115390000.0
0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,116900000.0
1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,120400000.0
1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,115950000.0
1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,142890000.0
1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,143170000.0
1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,117850000.0
1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,117780000.0
1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,115985000.0
1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,116525000.0
0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,152010000.0
1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,118240000.0
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,116610000.0
0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,118680000.0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,120210000.0
0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,116260000.0
1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,116080000.0
1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,117620000.0
0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,121960000.0
0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,115750000.0
1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,116765000.0
0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,120580000.0
0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,117700000.0
1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,116685000.0
0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,119470000.0
0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,118000000.0
0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,120270000.0
0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,119030000.0
0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,154270000.0
0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,156790000.0
0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,121330000.0
1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,122580000.0
0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,117390000.0
0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,115750000.0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,128565000.0
0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,120070000.0
0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,115840000.0
1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,119015000.0
0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,126930000.0
0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,122500000.0
1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,117070000.0
0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,127315000.0
1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,126310000.0
1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,119300000.0
1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,118480000.0
1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,118840000.0
1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,120045000.0
1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,117000000.0
0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,116770000.0
1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,116995000.0
0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,116685000.0
1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,116630000.0
0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,116525000.0
0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,119810000.0
1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,118415000.0
1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,121285000.0
0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,148075000.0
0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,124450000.0
1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,116605000.0
0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,128980000.0
1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,116530000.0
1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,124415000.0
1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,116980000.0
0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,116860000.0
0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,116010000.0
1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,144550000.0
1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,117170000.0
0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,120710000.0
0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,117520000.0
0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,116810000.0
1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,122085000.0
0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,120310000.0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,120450000.0
0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,120700000.0
1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,120580000.0
0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,119770000.0
0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,116250000.0
1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,152870000.0
1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,120560000.0
1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,123470000.0
1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,151440000.0
1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,120730000.0
0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,121110000.0
